Label,Clean_Text
0,ድሃነ ወረደይል ጫረይዝ አጋልዝ ዊነው ኻደገይዝ ቘይሸቁ ዊግነንኒዝ ከቨ ፃቭሽቱ
0,ባሕር ዳር መጋቪት
0,ኢፌዴሪት ሲቪል እቀ ገረደ ድርጅተንዙ ስልጣን ጉርየ ንቭረትዙ ሙየ ጉርየ አት ሰለሞን ማሞ ስመ ፈንድ ሙየ ጉርየ አቐቁድ አት ይመር መዓዛዉ ጫረይዝ ቘጨዝ አጋልሽተቁ ዊግነኒዝ ዚርወ ፊኖ ግዘን ዝመ ዘይትዙ ከቨ ፃቭንኩኑን ይጝኩጙ
0,ሚዝረድ ድሃነ ኮሙኒኬሽኒዙ የጝ
0,ኽምጣጘ ጂጘ መጋቪት
0,ቢዘ ኻግሩ ጂጘ መጋቪት
0,ስፖርት ጂጘ መጋቪት
0,ዳሽን ቢራ ፋብሪከ ንጋት ኮርፖሬሽንጅቅ አቭርደነውዝ
0,ባሕር ዳር መጋቪት
0,ክንድጝ ጝንዙ ኲንን እጅር ሰራሸው ዝመ ፍጥሩ ጒደነዝ ችጘቁ ቘጨንድ ዊስን ችበችብሰነው ዝመ ትኽነዝ ፋብሪከይዙ ከቨይዝ ትኩርት ፃቭሽተቁ ኻለይን ጛይ ይጝኩጙ
0,ነንት ኮሪዝ ወይትል አጋልዘው ኹረዙ እጅጝትድ ቃፅቨነንስ ንጋት ኮርፖሬሽንጅቅ አቭርደነውዝ
0,እንዝ በውግም ወይ ስመ ሰሜን ጎንደር ዞኒል አጋልዘው ፍጥሩ ኻደገይዝ ችጘው ቘጨድ ቃፅቨነንስ እልቱ ኹረዙ ከቨ ፃቨነውድ አስክዝጝኩጙ
0,ላዘ ጋብዝ ብላ ክልል ኻደገ ማኽትን ዝመ ኹረዙ ወይትነይ ቲክነተ ኮሚሽነር ሰርክ አዲስ አታሌ ክልል አቒስ ፍጥሩ ዝመ እጅር ሰራሸው ኻደገዝ አጋልሽተቁ ስፍሊስ ወይ ኽምረ ላውድ የጝ ይጝኩጙ
0,እን ዓምረይዝ
0,ፋብሪከድ
0,ዲቈቊ ላጝጠ እምተንዝ ትራንስፖርት ዝመ ሎጂስቲክስ ዚርፊዝ ንቕፀቁ ልውጠን ሚዝግቭሽጝኩጙ ዓለሙ ስሜ ዶር
0,ባሕርዳር መጋቢት
0,ትራንስፖርትዝመ ሎጀስቲክስ ሚኒስቴር ኻግሩ ልውጠዙ
0,ግርየድ ዲጉ ስልጣንዙ ከረከርን ፃቭሽተው ሲጙ ግርየ አቐነውድም ጉይጝ ኻሰቭዙ ንየትነይ ስፍረ ችጘው ግርየ አቐነውድም ዊግትጝኩጙ
0,ዲቈቊ ላንጠ አርፍጢዝ ፋፅምሸቁ
0,ባሕር ዳር መጋቢት
0,ክልሊዝጘ አጋልዘው ፃውተዙ ችግሰድ ምላሰን ፃቨነውዝ ሲርየ እፍርተንድ ድሰነውዝመ እቅ አብለነውዝ ጥውሽት እጀው ጊንዝቭ አኽቨናንስ ሰራሸቁድ ንቕፀቁ ጛይ እኒንም ክልሊዙ ኽዝቪል ችጛጙ ፅበው ጥቕዘድ ፅዊተዊል ጥቒረው ፃቭኩ
0,ወይ ኽምረ ብሔረእቅ ጭሰጭሰኒል ኽጊስ ፈው ቲግቭር ሰራሸነዊል ውላቐቁ እቅድ እቀ ኽቭሪጅቅ አቭርድንዝ ሰራሽታጙ አቐነውድ ወይ ኽምረ ብሔረእቅ ጭሰጭሰን ዲግዝመ ዳኽነይ ቃወነይዙ ቲክነተ ዲቈተ አት ጌታወይ አብርሀ ጋልፅጝኩጙ
0,ዲቈቁ ላንጠ አርፍጢዝ ቺተቺተው ወንጀልዝቁ አይንተኒዝ
0,እጝቅ ወንጀል ፋፅመቁድ ኽግዙ እግዝግዘል ግርያይጘጘ ጅውነይል ችጝሸው ከምሸው ኻይልድ አልተነይዝጘ አሩሽጛጙ አቐጘ የጝ ቲክነተ ዲቈተድ ጋልፅጘውድ
0,አርቐነውዝም አነ አርቒጝቀት ከምሸው ኻይሊዝጎ ጥወቁ ውሸብልድ ጝታ ጝነቊዝጎ ዋጥርጝጠጘ ፃቨናንስ ሰራሽተው ሽሚርነይዙ ሰቪዝ
0,እቑሪጘቁድ ጉየነውዝ ሲርየ እፍርተኒል ቖጨ ቲክንዝጛጙ እቀኽቭሪዙ ፅብኒል ጥቕዘ ቲክንዘቁ አካለንድ እግዝግዘናንስመ ማኽተናንስ ሰራሽታጙ ፅበው ሰቪዝ እቀኽቭሪዙ ሲትፍሽንድ አትረው አቐነውድም ቃወነይዙ ቲክነተ ዲቈተድ ጋልፅጘውድ
0,ቺግርሸቁ ዊግነንዝ እልትዝ ችጘው ኹረዙ ከቨ ፃቭሽቱ
0,ባሕር ዳር መጋቪት
0,ድርጅትዙ አይነተ ሰቭ ፃጝዘተ አት ይርጋ ዓለም ታደሰ ሳቁጠ ጅልወ ወረደ ምጝግስት ኻለይ ፅጝንዝ ጋልፅጛንትጘድ ወሎ ቤተ አምሐራ አልም ዓቅቨ ገረደድ እንዝሚቅ ጀርመን ፍራንክፈርትትል ፅበቁ ኢትዮጲቁዝመ ኢትዮጲቁ እኹርሸጥድ አቭርዘነውዝ አኽቭሸው ጊንዝቭዙ ከቨዝ ብሄረእቅ ጭሰጭሰንል ችጝሸቁ ቺተቺቸቁ ወረጥዝመ ኻትመ ጭሰጭሰንል ከቨ ተምዘቁ ዊግነንዝ ከቨ ፃቭሽተነውድ አስክዝጝ ቆሸዝ ቆሽ ሳቁጠ ወረደል ችጝሸቁ ከቨ ተምዘጥዝ
0,ወረደይዝ
0,ኢትዮጵየትል ታትነ እክልዳጙ አምር ቆሽ ጣቅራጙ የጝ ቲክነተ ጥቅለተ ሚኒስትር ተመስገን ጥሩነህ
0,ባሕር ዳር መጋቪት
0,ቲክነተ ጥቅለተ ሚኒስትርድ ጝተ ገረዱ ጋፂዝ ፃፍጘው ጝተ እፃይዝ መጋቢት
0,መጋቢት
0,ኢትዮጵየትል ታትነ እክልዳጙ አምር ጣቅራጙ የጝ ኢትዮጵየ አልምትል ጝር ጥውሸው ስፍረድ ፃየናንስ ጣቅትርኩች
0,ኢትዮጵየ ድኽትዙ ጒደነዝ እግርገ እዳቐነውዝ ጒይሻጙ ዊነው ጝርሽጙድ ዚሩ እፍርዘነውዝ አልቛዘ ደፈዝ ኽየተ ኽዳሲዙ ክትረዝ ቱሪዝምዝ አልም ተግዝ ሳልጠው ኢኮኖሚዙ ሊግዝትዝ ቀሰው ጋፅዝ ጭጝሽተነው ኪርምርኩች
0,ዚርፈ ንቕፀቁ መጋቢት
0,አውም ሊግዝትዝ እዳዛውም አውም እግርሳንስ ፊቅዳይንም መጋቢት
0,ክልሊል ፅበዉ ፃዉተዙ ችግሰድ እንዝ ቃፅለት ኩየን ዩኒቨርስቲስ ጊዉርስረዉ እፈረ ዊናዉምብላ ክልልዙ ክንድጝ ቢሮ
0,ባሕር ዳር መጋቪት
0,ክልሊዙ ክንድጝ ቢሮ ቲክነተ ዲቈተ አት ደምስ እንድሪስ አርቒስጘጘ ክልሊዝ ፃዉተዙ ችግሰዝ ሻቘ ሺኽዝ
0,ችግሰድ እንዝ ቃፅለት አምር ብላቱ ኩየን ዩኒቨርስቲል ጊዉርስረዉ እፈረ ዊናዉም የቁድ ዲቈተድነንትጘ ክንስን ቺተቺተቁ ዓልምቱ ክፍለኒል ዉላቕስነቁ እፈር ዊናቁምየነዉዝ ጋልፅጝኩጙ
0,ቢዘዙ ኻለይ ሚኒስትር ጌዲዮን ጢሞቴዎስ ዶር እፍርትዙ ሰባንድ ቓለናንስ ባሕር ዳር ኻትመ ጥዉጙ
0,ባሕር ዳር መጋቢት
0,ቃወጥድ ባሕር ኻትመይል ችጝጛንድ አዉር ጭሰጭሰተ አረጋ ከበደት ቈሽ ክልሊዙ አጉረተ ቃወጥ ለምርምረ ፃቭጝኩጙ
0,ቃወጥድ ጝታ ዊንተይዝ አክንዉሽጛጙ ፅበቁ እፍርትዙ ሰባንድ ቓልጘኩክልልዝጘ አክንዉሸቁ እፍርትዙ ሰባን ጅሉዘዝም ክልሊዙ ቃወጥጅቅ ማኽርኽርሽጘንትጘ ኻይሽተኩ
0,ንጭቱ ጫረይዝ ወይትል
0,ባሕር ዳር መጋቪት
0,አርሽነይ ቃወነይል ኽወጥዙ እፍርት ጓነ ቃወተ አት በዛብህ ጌታሁን ብሄረእቅ ጭሰጭሰኒል
0,ዲቈው ቅብለይስ ኪርም ቃውሰ አስልሽትዙ ሰቭ ኪርምሸጘ ጋልፀቁድ አት በዛብህ አፍሉ ጅልወዝ
0,ጥቅለዝ ፍጥሩ እፍርዘነ አሩሸነውዙ ዲዝጝትድ ሊጊሰነውዝ እጅር ሰራሸተ እፍርዘነድ እዳዘነንስ ሰራሸቁ አቐነውድ ጓነ ቃወተድ ልብስጘኩ
0,ዝቨይዝ ቲስመመው ዝመ ውርም ቘጨ እጀውድ ፍጥሩ እፍርዘነድ አቐነውድም ዳቕስጝኩጙ
0,ፍጥሩ እፍርዘነ አሩሸነውዙ ዲዝጝትድ ዲቈው ዓምረይስ ነንቱ ዓምረይዝ ችዘው አቐነውድም ጋልፅሽትኩ
0,ወይት ቀቨሌንድ ሶላርዙ ኤሌክትሪክ አሩሸጥ ፃቨናንስ ሰራሽታጙ የጝአት ሀብታሙ እማኘው
0,ባሕርዳር መጋቢት
0,ጭሰጭሰኒል ኤሌክትሪክዙ እጅጝት እኩ እንዙ ምላሰንድ ቈሽ ጉግዙ ችግሰ የጝ የቁድ ሰቭ ፃጝዘተድ ችብረድ ኤሌክትሪክዙ አሩሸትነይድ ፈራዘናንስ መደቨኘ ኤሌክትሪክዙ ሚስምሪስ ከስጘ ሶላርዙ አሩሸተ ፃቨናንስ ሰቭ ኪርምሸነውድ ሚርይጝኩጙ
0,እንዝ ሚቅ ጭሰጭሰኒል ስሀላ ሰየምት ወረደ አቅኝ ቀቨሌ ሰራሽት ሰቭል ድወቊ አቐነውድ ጉይጝ ንጭቱ አምረይዝም መሀሪት ባርጫንስመ ድልድይ ቀቨሌኒል ድወናንስ ኻሊሽት ጨረተዙ ሰቭል አቐነውድ ዊግትኵጙ
0,ተከተከውዝም ድሀነ ወረደይል ዲዳስመ ዱራ ቀቨሌን ጨረተድ ፊሰው ድርጅትድ ጎዘመዘንድ ቢዘ ኻግሪስ ኻግር አቒዝጎ ድው ጣቅ ኰርዝ ስፍረይዝጎ ፃነነውዝ ሰቭል ጥዉጠ አቐጘ ጋልፅጝኩጙ
0,ድርጅትድ ወረደይዝቁ ቃወጢጅቅ ሰቪዝ ማጥን ማኽረነውድ ጉይጝ ተረው አርፈይዝ ቲክለነውዙ ሰቭድ ኪርምሸው አቐጘም ዊግትጝኩጙ
0,መድፈኝጥድ ፉልሃምት
0,ባሕር ዳር መጋቪት
0,ሚኬል ሞሪኖ ፈወነዝ በውግ ላው ጎል እጊሰንድ ጒዲሽኒስ ዋጥር ሻቘ እርፍዝ ግረ አፍለ ጊዝዝ ዋርደውድ ቡካዮ ሳካ ሊጘትረ ጎልሸንት እጊስኩ
0,ፉልሃምት ወርሽኒስ ቓዚደይ ጎልሸንት ሮድሪጎ ሙኒዝ እጊስኩ
0,አርሰናል
0,ኻግሩ ልውጠድ እሩደው
0,ቻይና ታይዋንት ጋቢል አይር ዊተድርነይዙ ዲዝጝዝጘ ፃበነው ኪርምረጘ አርቒስች
0,ባሕር ዳር መጋቪት
0,ቻይናት ማኽተነ ሚኒስትርድ ታይዋንት ጋንጥለጥድ ቓፃነኩን የውኩ ዲዝጝዝጘድ ሽሹድንዝ አስልሸናንስ የጝ የው ኻግርሸት ኻይልድ ባህር አየር ዝመ ሮኬት ኻይልዝ አስልሸው የጝ ይሽትኩ
0,ታይዋንት ፕሬዝደንቲዙ ቢሮድ ቆሽ ቻይናት ፍልውልወድ ቀተ የጝ የው ጋልፀነ ፊስኩ ቤጂንግትጎቱ ታይዋን ቻይናት አካል ጚ ደሴትሸንት እግዝግዘናንስ ደሚተው ተግረ ፊስሽተኩ የው ጋልፀነ ፍኩ
0,አትላንቲክ ካውንስል ግሎባል ቻይና የው ችብረ ቤጂንግት ፃጘድ ታይዋንት ፃየናንስ ተከኩ የንድ ቻይናት ኮሚኒቲ ፓርቲድ ቆሽ ታይዋንት ፕሬዝደንት ዊሊያም ላይ ቺንግ ቲት ጋንጥለተ የው ሽጙ ይውኩ
0,ቻይናት ኽዝብዙ ናፅነይ ሰራዊት ታይዋንት ናፀ ፊሰናንስ ቕፃርዙ ተግረ ፊስኩን የንድ ጋልፅኩ
0,ጥቅለተ ሚኒስትር ዐቢይ አሕመድ ዶር ኢትዮጵየቱ ብሔሩ ምርፀ ቦርድ አቫለን ወግሽተጥ ሚልምለጥ ኮሚቴን ኢምጙ
0,ባሕርዳርመጋቢት
0,ቀሲስ ታጋይ ታደለ አኽቨተ
0,ፕር ተከተል ዮሐንስ አቫል
0,አት ባዬ በዛብህ አቫል
0,ዶር ዮሐንስ በንቲ አቫል
0,አት ካሳሁን ፎሎ አቫል
0,ዊዝር እርግበ ገሐዋሪያት አቫል
0,ዊዝር እንግዳዬ እሸቴ አቫል
0,ሰብስብ አባፍራ አባጆብር አቫል
0,አጉረተ ኢትዮጵየት ህዳሴዙ ክትረድ ቈሺተተ ቱሪዝምዙ ችጝሽተነ አቑ
0,ባሕር ዳር መጋቪት
0,ክትረይል ንቕፀቁ ደሴተን ፋጥርሽጝኩጙ የቁድ ዲቈተድ ኻግር አቒ ዝመ ኻግር ቢዘትቁ ለውርደጥድ ዘናሰነውዝ ጥወር ችጝሰቁ አቕጘኩ ይጝኩጙ
0,አት ዓባይነህ ክትረይል ፈራቐው ኻዘዙ ጊቭርት ፅበንስቅ ነንት ኮሪዝ ኻዘ ፃውረቁ ውሸብሊዝ ሰቭዙ አገነ ፋጥርሸኩ ይጝኩጙ ግርየይዝ
0,እዳቐቁ ሰበንድ እሩዘነንስ ብላ ክልልዙ ኽዝቭድ ነን ፅበው ችግሰድ ችበችብር አጉረው ከቨ ፃቨጘድ ኻስቭዝጝኩጙ
0,ብላ ክልል ኽዝቭድ ነኳን አሽ
0,ኽምጣጘ ጂጘ መጋቪት
0,ምኽር ጝንድ ፌዴራል መንግስት ክልለኒል ጣልቀ ጥወንስ ቸልሰው ስረት ዲንግገው አዋጅድ ፃድቅዙ
0,ባሕር ዳር መጋቪት
0,ችዘችዝሸነ አዋጅድ እንዝ በውግ ዊነው አዋጅ ቲግቭርኒል አጋልዘቁ ችግሰንድ እክሰነንስ አለመ ፃየው አቐነውድ ጋልፅሽትኩ
0,እንዝም ምኽር ጝኒል አብላይሽን ፃቭሽተት ግረ ባልፀው ድመዝ አዋጅድ ፃድቅኩ
0,ጣቂል አርየ ቢተነዊዝ ጝታ ኢኮኖሚድ ሊጊሰነዉ ቸልጘጘድ አብርገሌ ወረደ ሰቀ ቀበሊዝቁ ጽበጥ ዊግትጙ
0,ባሕር ዳር መጋቢት
0,ሊጘ እርፊስ በዉግ አርየዙ ግሬ ቢተነዊዝ ጝታ ጅዉነይል ጊቭርሽተዉ ጊቭርትድ ግጽ ጅዉንጢስ ዲቈዉዝ አርቕሽትነይ ችጝጠጘዝመ ጝታ ኢኮኖሚድ ሊጊስንጠ ከቨዉ አቐጘድ ሰቀ ቀበሊዙ ጽበጥ ኒየረ ሹምየ ወልደዝጊናስመ ኒየረ አበራ አብርሃ ዊግትጝኩጙ
0,አብርገሌ ወረደ ኒግርንዝመ አርየዙ እፍርት ጽጝንዙ ዲቆተ አቐቊ አት ጎሼ ቡላም ሊግዘዉ ጊዝዙ ዋቕረ ዊነዉ አርየዙ ግርየ ቢትነ ዋቕረ ዊሰ ችጘነዉድ እቀ ኽቭርድ ጊቭርዛጙ ችጝሸዉ ሚንወዙ ሰቭድ ቺዝየዉ ወየዝ ቅይሽጠጘዝመ አርቕሽትነይ ችጝጠጘድ ጻቭሰነዊስም ከስጘ ጛስ ጛስቱ ዲምቅሽንድ አትርዝኩ የቁ አትጎሼ ቡላ አርየዙ ግርየ ቢተነዊዝ
0,ጫረይዝ ቲክልሸቍ ፍለኒዝ አቐው ስፍረድ ሚቸሚችዘነውዙ ሰቭድ ሰራሽታጙ አቐነውድ ጋዝጊብለ ወረደዝቍ ፅበጥ ዊግትጙ
0,ባሕር ዳር መጋቢት
0,አት መንግሥቱ አበራው ጋዝጊቭለ ወረደ
0,ጒዝ ጨተድ ፃየፃይሰነውዝም ፍል ቲክለናንስ አውም ጒስጉሰው ዊንጠ በንዛው አቐነውድ ዳቕስጝ ቲክለነው ጭቑ አቒጝቀት ቲክልሸቍድ ፃድቅጛንስ ሰራሸነው ጡሸኩ ምላሰንድም በውረድ ይዛጙ እገረ ቲክለነው ዝላጚ ፈን ነስጠ ቸላው አቓንስቅ በውጢል ትኩርት ይውነ ጡሸኩ የነውዝ ጝታ እፃድ ዲቈዲቍስጝኩጙ
0,ላየ ቓለ ነየተድ አት አሰፋ ደባሽ ጝታ ጋቢዝ ጅዉነይዙ ቃነ ማነድ አርቐነውዝም አነ አርቓቅ የነውዝ ማፅራጙ ድሰው እጅርዙ እግዘድ ዊቱ አየውም ምላሰንድም ይና ሺከድ ቃነ የጝ ይና አርሸዙ መሠሪድቅ ሰራሽተውድ ቃነዝ የጝ ጥቅለዝ ኺጠ ገቨድቅ አክኑነውድ ቃንድ አሩሽን አቓንስቅ ይናስመ ቃኒዝ ቺተቺታይንም የቍ አጛንድ እድወ እን ኽየው ፃጀድ አቢጠ ቸለውዝመ ድዝጠ ቸለው አቓንስቅ አርውሽነዊስ ባልፀውዝ ቲክልን ሊጊሰነውዝመ ታኽንኽነነው በንዘው አቐነውድ የጝ ዊግትጘውድ
0,አት አሰፋ ፃየፃይስጝም ፍል ፍልዝን ቲክለነው ግዴተ አቒጝቀት በንዝ ሰራሽነ ጡሸው አምርት ፅበናንስ የግድ ነንት ሰራሽነ ጡሸው ገቨ የጝ የቍ አጛንድ ይና ጅዉነድ ይናቕም የጝ አርቕነቅድ ይና ጅዉነይዝ ቲስመመቍ ፍለንድ ቺዘነውዝ አውየን ፍልድ አውል ስፍረይል ቲክልናን ሊግዝጠ ቸለጘድ ሙየ ጒጥድቅ ማኽርኽርሸነውዝ ንቕፀው ፍል ፍልዝናጙ ችጝሽነኩን የቍ አጛንድ እንዝ በውግ ቲክልሸቍድ ቀሰው ቲስፈ ቓሊስጛጙ አቓንስቅ ተረቲዝም ፍል ቲክለነው ሰቪል ጡሸውዝ ሲትፍሸቍ አጘጘድ የጝ ዊግትጘውድ
0,ቀስ ኤፍሬም ንጉሤ ጋዝጊቭለ ወረደ
0,እን ጒደነይዝ ቲክልሸቍ ፍለንድ ቲክለነው ጭቑ አቒጝቀት ሊጊሰነው በው ቃውሰተ ቲግቭር አጠ የጝ ጡሸውድ የቍ ሙየ ጉሬድ እቑመ ቲክልነቍ ፍለንዙ ፃድቅን ምፅነድ ጥቅምትዝመ ለካቲት አርፍጢዝ ፃቭነው ለወትረዝመ ሊጘትረ እግዝኒዝ
0,ቀስ ኤፍሬም ፃየፃይሰነውዝም ፍለንዙ ፃድቀነው ምፅነድ ቈሸውድ እቀ ኽቭርድ ይዉ የጝ የው ታኽንኽነነዉዝ አቐነውድ ዳቕስጝ ተረቲዝም ቀቨሌዝጘድ ፍል ቲክለነ ስፍልድ ዝ ልክን ቺዘነውዝ ፍጥሩ ፃጀ ሊሚሰነው ሰቪዝ ጋብዝ ጋብ ፍልዝ አቐው ምድማድ ሚድምደነውዝመ ብጥዙ እፍርትድ ኻይሰነው ሰቭ ሰራሽታጙ አቐነውድ ጋልፅጝ ይና ቀቨሌዝ አቐው
0,አት ሰይድ እሸቱ ጋዝጊቭለ ወረደ አርሽነይ ፅፈሽ ጝኒዝ ፍጥሩ ፃጀ እፍርዝን ጓነ ቃወተ ወረደይዝጘድ ፍጥሩ ፃጀ እፍርዘነውዝመ አልቛዘ ደፈይል ኽየው ትኩርት ይዉጝ ሰራሽጛጙ ችጝሽጘጘድ ጋልፅጝ ዲቈው አምረይዝ
0,ተረው አምረይዝ ፍል ቲክለናንስ ቸልሰው ፊዚካልዝመ ቴክኒካል ሰባንድ እንጎይስ ቃውስጝ ሰራሽጛጙ አቐነውድ ጋልፀቍድ አት ሰይድ ተረቲዝ
0,ኤች አይ ቪ ኤድስ ፅውዘድ ማኽተነንስ ይውሽተው ትኩርትድ ፅጐው የጝ ይሽቱ
0,ባሕር ዳር መጋቪት
0,ሳቁጠ ኻትመይዙ ፅበተ አቐቁ ክንሰተ ደሳለኝ ታደሰ አኰ እምተንዝ በውግ ፅውዘድ ማኽተነንስ ይውሽተው ልብትን ፋጥርንዙ ሰቭድ አትረው ዊነጘ ዝመ እቀ ኽቭርድም ፅውዘድ ማኽተነንስ ችዘው ጥንቅቀ ፃቨጙ ዊነጘድ ጋልፅጝኩጙ
0,አነጚ ነንት ኮሪዝ ኤች አይ ቪ ኤድስ ፅውዘድ ማኽተነንስ ይውሽተው ትኩርትድ ፅጐው አቐንስቅ እቀ ኽቭርድ ዘንጋቐጙ የጝ ይጝኩጙ
0,ዘንጋቕንድ ፅውዘይዙ ትንዝትድ ቈሽጠጘ ፃቫየጘድ የውም ጊቭርዘተ ኻይልድ ቢይሳየጘድ ልብትንዙ ፋጥርንድ አትር ቃፅልጠ ጡሸኩ ይጝኩጙ ክንሰተድ
0,ኻትመይዙ ፅበተ አቐቁድ አት ደርበው ታረቀ ጝተ ጋብዝ ልብትንዙ ፋጥርንድ ችብረንስቅ ኤች አይቪ ቈወዉ ፅውዘ አቐነውድ ሚርሽኩ ይጘኩ
0,ፅውዘድ ቲክንዘው ቘጨድ ግምት አቒ ድወነውዝ ልብትን ፋጥርንዙ ሰቭድ አዊንም ብጣይል አጀንደ ፃቨነው ጡሸኩ የው ኻሰቭ ፃየቁ ጛይ
0,ተፈራ ሃይሉ ጥቅለ ሆስፒታሊል ኤች አይቪ ክፍል አቭርዘተ አት ቴወድሮስ ተስፋየ ፅውዘይዙ ትንዝትድ ኻግርዝጘድ
0,ዲቈቁ ዋልጠ እርፊዝ ሆስፒታሊል ማርማርሸቁ
0,ፅውዘይዙ ትንዝትድ ቃፅቨነንስ የውም እቀ ኽቭሪል ፅበው ዘንጋቕንድ እዳዘነንስ እንቅ ትኽነዙ ችቭረጢል አትረው ልብትን ፋጥርንዙ ክንድጝ ይውሽትጠ ጡሸኩ ይጝኩጙ
0,ሚዝረድ ሳቁጠ ኻትመ ኮሙኒኬሽንዙ የጝ
0,ኢትዮጵየ ስመ ዓልም ባንክስ
0,ባሕር ዳር መጋቪት
0,ቲስመምድ ጊንዝብ ሚኒስትር አሕመድ ሺዴ ስመ ዓልም ባንክዝ ምስራቅ አፍሪካት ዳይሬክተር ማሪያም ሳሊምስ ፊርምርምሽጝኩጙ
0,ፊርምሸው ቲስመሚስ
0,ከቨድ ቃውሰ ገርየኑ ዝመ ኪርመነ ደረጀ ክንድጝድ ችጝሽተተ ፃቨነንስ ግርየው የጝ ይሽትኩ
0,ቺተዝም
0,ቈሸዝም ክንድጝ ጝን ቃወጥዙ አቅምድ ጉልምዘነንስ እቁን ቃወጥድ ከቨነንስ የውም ዲጂታልዝ ከቭሸው ክንድጝዙ ስረት ኲነነንስ ከቭሰው አቐነውድ ሚሪሽኩ
0,ዝቛለ ወረደይል አጉረተ ኢትዮጵየት ህዳሴ ክትረይዝ ቦንድ ጅቭሹ
0,ባሕር ዳር መጋቪት
0,ወረደዝጘድ መንግስት ሰራሸተይስ ንየረይስ አርሸይስ ድርጅተኒስ የውም ላጥ እቀ ኽቭርዙ አድለን ዝመ ጥወር ችጘነ ፕሮግራመኒስ አጉረተ ኢትዮጵየት ህዳሴ ክትረይዝ ቦንድ ጅቨነንስ ኻለይ ፃይሽት ሰራሽተጙ የጝ
0,ታትነ ጊርቅ
0,ባሕር ሚረዙ ኻለይ ኢትዮጵየስ ኢኮኖሚዙ ሊግዝት ዝመ ኽዝቪዙ አርወይዝ ዊስነተ አቐነውድ እስራኤልት አምባሳደርድ ጋልፅጙ
0,ባሕር ዳር መጋቪት
0,ኢትዮጵየ ባሕር ሚረ አሩሸነንስ አልስረው ዋቕረድ ዲጉ ዲፕሎማሲዙ ፃጝትዝ አልተው የጝ ይጝኩጙ
0,ኢትዮጵየ ባሕርዙ ሚረ ችጘነንስ ኪርምረው ዲጉ ዲፕሎማሲዙ ፃጝትድ ጡሸት ፃየው አቐነውድ አምባሳደርድ ኻስቭዝጝኩጙ
0,ባሕርዙ ሚረ ችጘነው አጉረው ኽዝቭዙ እግዘ ፃይረይ ኢትዮጵየስ ኢኮኖሚዙ ሊግዝትድ ቃፅልዘነንስ ከቭሰው አቐነውድ ሚርይጝኩጙ
0,ኢትዮጵየት ባሕር ሚረዙ ዋቕረድ ሊግዘጙ ተረው ኻግርሸንቱ ኢኮኖሚድ አቭኑዘነንስ ተሚሰው አቐነውድም አምባሳደርድ ጋልፅጝኩጙ
0,እኔን አቕንትድ ልብታው መንግስትም አነ ኻግር ዊናው አቐንስቅ ዲጉ ዲፕሎማሲዙ ፃጝትዝ እክሰ ችጘው ኻለይ አቐነውድ ዳቕስጝኩጙ
0,ኽምጣጘ ጂጘ መጋቪት
0,ቡካዮ ሳካ አምርቱ ዋርደይል ሲትፍሸው አቐነውድ አርቕሽቱ
0,ባሕር ዳር መጋቪት
0,ጉዳትዝ ምላስን ዲቈቁ ሻቘ እርፍዝ ዋርደይስ እክልድ ዊነው አርሰናልቱ ኪፍ ዋርደተድ ሳካ ሊጊዙ ቃወ ግቭርድ ኻትሽጠ
0,መድፈኝጢዙ ሳልጥንዘተ ሚኬል አርቴታ እኩ ይነው ይነ ዋርደተድ ሳካ የጝ ዋጥረንስቅ እምጥጝንኩኑን ይጝኩጙ
0,ሊቨርፑልጅቅ ወንጨዙ ቲክርክረል ችጝሸቁ መደፈኝጢዝ ሳካት ዋጥርንድ አይር ገቨ ፃይ ተርጡመ የውድ ተረት ዋርድጢዝ ቓልሽተው አቐኩ
0,ግሎባል ጝጭል ኽዝቨንዙ ማዕኸልስመ ዩኔስኮ ጥወጥዉሽተነ ቲስመምን አስለናንስመ ፊርመናንስ ቲስመምጙ
0,ባሕርዳር መጋቢት
0,ምኽርኽረድ ፃጝዘቁድ ግሎባል ጝጭል ኽዝቨንዙ ምኽር ጝን ፕሬዝዳንት ደመቀ መኮንን ዩኔስኮ አፍሪከቱ ዝመ ቢዘዙ ዲምቅሽን ከቨተ ዓይነተ ዳይሬክተር ፌርሜን ኡድዋርድ ስመ ዩኔስኮ ዓልም አቅቨ ቅርስዙ ዳይሬክተር ላዛሬ ኢሉዋንዱ ጅቅ የጝምኽርኽረድ ዩኔስኮቱ ዓይነተ ሰቭተነ ጝን ፓሪስትል የጝ ፃጝሽተዉድ
0,ግሎባል ጝጭል ኽዝቨንዙ ምኽር ጝን ፕሬዝዳንት ደመቀ መኮንን ግሎባል ጝጭል ኽዝቨንዙ ማዕኸልድ እፃንጥዝመ ዓለመንድ ዝርዝርዝ ልብስጝኩጙ
0,ክንድጝዝባኽልቅርስዝመ ላብጠቱ ቃወ ግቭረን ዓልም አቅቨ ተግዝ አቭርድንድ ግርቭሰናንስ መለንድ አስለነዉ ፅየዉ አርወድ ትኩርት ይዉሽትኩ
0,ሊጘ ዩኔስኮቱ ሰቭዙ ዲቈጥ ማዕኸሊዙ ጅሉዘይል ፃቭሽተዉ ጥቅለ ጋልፀነድ አንክርስጝኩጙ
0,ቺተዝም ባኽልዝቅርስዝመ ክንድጝዙ ዚርፈንዝ አቭርድንዝ ሰራሸናንስ ፅይጘዉ አስልሽትድ ጋልፅጝኩጙ
